method,text_length,attack_name,trial,bit_accuracy,exact_recovery,crc_pass,observed_length,edit_ratio
hamming74,240,mixed_ids,240946,0.5,0.0,1.0,241,0.06
hamming74,240,mixed_ids,240947,0.625,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240948,0.6875,0.0,0.0,245,0.06
hamming74,240,mixed_ids,240949,1.0,1.0,1.0,239,0.06
syncmark,240,mixed_ids,240800,0.5,0.0,1.0,235,0.06
syncmark,240,mixed_ids,240801,0.375,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240802,1.0,1.0,1.0,239,0.06
syncmark,240,mixed_ids,240803,0.5,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240804,1.0,1.0,1.0,241,0.06
syncmark,240,mixed_ids,240805,1.0,1.0,1.0,234,0.06
syncmark,240,mixed_ids,240806,0.5,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240807,0.75,0.0,0.0,238,0.06
syncmark,240,mixed_ids,240808,0.75,0.0,0.0,242,0.06
syncmark,240,mixed_ids,240809,1.0,1.0,1.0,238,0.06
syncmark,240,mixed_ids,240810,0.875,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240811,0.5625,0.0,0.0,237,0.06
syncmark,240,mixed_ids,240812,0.5,0.0,0.0,238,0.06
syncmark,240,mixed_ids,240813,0.875,0.0,1.0,240,0.06
syncmark,240,mixed_ids,240814,0.5625,0.0,1.0,236,0.06
syncmark,240,mixed_ids,240815,0.75,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240816,0.8125,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240817,1.0,1.0,1.0,234,0.06
syncmark,240,mixed_ids,240818,0.75,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240819,0.625,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240820,0.875,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240821,0.75,0.0,1.0,241,0.06
syncmark,240,mixed_ids,240822,0.75,0.0,0.0,236,0.06
syncmark,240,mixed_ids,240823,0.75,0.0,0.0,238,0.06
syncmark,240,mixed_ids,240824,0.75,0.0,0.0,240,0.06
syncmark,240,mixed_ids,240825,0.9375,0.0,0.0,238,0.06
syncmark,240,mixed_ids,240826,0.875,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240827,0.6875,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240828,1.0,1.0,1.0,242,0.06
syncmark,240,mixed_ids,240829,0.75,0.0,0.0,245,0.06
syncmark,240,mixed_ids,240830,0.9375,0.0,0.0,242,0.06
syncmark,240,mixed_ids,240831,0.9375,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240832,0.9375,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240833,0.5625,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240834,0.8125,0.0,1.0,240,0.06
syncmark,240,mixed_ids,240835,0.9375,0.0,0.0,244,0.06
syncmark,240,mixed_ids,240836,0.875,0.0,1.0,237,0.06
syncmark,240,mixed_ids,240837,0.8125,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240838,0.9375,0.0,0.0,243,0.06
syncmark,240,mixed_ids,240839,0.6875,0.0,1.0,250,0.06
syncmark,240,mixed_ids,240840,0.875,0.0,0.0,242,0.06
syncmark,240,mixed_ids,240841,0.5,0.0,0.0,236,0.06
syncmark,240,mixed_ids,240842,0.5625,0.0,0.0,237,0.06
syncmark,240,mixed_ids,240843,0.8125,0.0,0.0,239,0.06
syncmark,240,mixed_ids,240844,0.9375,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240845,0.5625,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240846,0.8125,0.0,0.0,245,0.06
syncmark,240,mixed_ids,240847,0.75,0.0,0.0,241,0.06
syncmark,240,mixed_ids,240848,0.9375,0.0,0.0,242,0.06
syncmark,240,mixed_ids,240849,0.6875,0.0,0.0,240,0.06
repetition,320,mixed_ids,321000,0.625,0.0,0.0,320,0.06
repetition,320,mixed_ids,321001,0.75,0.0,0.0,319,0.06
repetition,320,mixed_ids,321002,0.5625,0.0,0.0,324,0.06
repetition,320,mixed_ids,321003,0.5625,0.0,0.0,317,0.06
repetition,320,mixed_ids,321004,0.5,0.0,0.0,323,0.06
repetition,320,mixed_ids,321005,0.5625,0.0,0.0,322,0.06
repetition,320,mixed_ids,321006,0.5625,0.0,0.0,321,0.06
repetition,320,mixed_ids,321007,1.0,1.0,1.0,318,0.06
repetition,320,mixed_ids,321008,0.5,0.0,0.0,321,0.06
repetition,320,mixed_ids,321009,0.9375,0.0,0.0,322,0.06
repetition,320,mixed_ids,321010,0.75,0.0,1.0,320,0.06
repetition,320,mixed_ids,321011,0.6875,0.0,0.0,315,0.06
repetition,320,mixed_ids,321012,0.375,0.0,0.0,318,0.06
repetition,320,mixed_ids,321013,0.75,0.0,0.0,319,0.06
repetition,320,mixed_ids,321014,0.625,0.0,0.0,322,0.06
repetition,320,mixed_ids,321015,0.9375,0.0,0.0,317,0.06
repetition,320,mixed_ids,321016,1.0,1.0,1.0,320,0.06
repetition,320,mixed_ids,321017,0.375,0.0,0.0,315,0.06
repetition,320,mixed_ids,321018,0.5,0.0,0.0,318,0.06
repetition,320,mixed_ids,321019,0.25,0.0,0.0,323,0.06
repetition,320,mixed_ids,321020,0.4375,0.0,0.0,317,0.06
repetition,320,mixed_ids,321021,0.625,0.0,0.0,320,0.06
repetition,320,mixed_ids,321022,0.5,0.0,0.0,318,0.06
repetition,320,mixed_ids,321023,0.75,0.0,0.0,319,0.06
repetition,320,mixed_ids,321024,0.4375,0.0,0.0,319,0.06
repetition,320,mixed_ids,321025,0.75,0.0,0.0,320,0.06
repetition,320,mixed_ids,321026,0.5625,0.0,0.0,320,0.06
repetition,320,mixed_ids,321027,0.375,0.0,1.0,322,0.06
repetition,320,mixed_ids,321028,0.5625,0.0,1.0,318,0.06
repetition,320,mixed_ids,321029,0.625,0.0,0.0,321,0.06
repetition,320,mixed_ids,321030,0.1875,0.0,0.0,324,0.06
repetition,320,mixed_ids,321031,0.375,0.0,0.0,321,0.06
repetition,320,mixed_ids,321032,0.25,0.0,0.0,323,0.06
repetition,320,mixed_ids,321033,0.375,0.0,0.0,316,0.06
repetition,320,mixed_ids,321034,0.3125,0.0,0.0,322,0.06
repetition,320,mixed_ids,321035,0.625,0.0,1.0,318,0.06
repetition,320,mixed_ids,321036,0.4375,0.0,0.0,316,0.06
repetition,320,mixed_ids,321037,0.875,0.0,1.0,322,0.06
repetition,320,mixed_ids,321038,0.375,0.0,0.0,314,0.06
repetition,320,mixed_ids,321039,0.5625,0.0,0.0,319,0.06
repetition,320,mixed_ids,321040,1.0,1.0,1.0,319,0.06
repetition,320,mixed_ids,321041,0.1875,0.0,0.0,324,0.06
repetition,320,mixed_ids,321042,0.375,0.0,0.0,322,0.06
repetition,320,mixed_ids,321043,0.5,0.0,0.0,321,0.06
repetition,320,mixed_ids,321044,0.25,0.0,1.0,325,0.06
repetition,320,mixed_ids,321045,0.4375,0.0,1.0,319,0.06
repetition,320,mixed_ids,321046,0.3125,0.0,0.0,324,0.06
repetition,320,mixed_ids,321047,0.625,0.0,0.0,325,0.06
repetition,320,mixed_ids,321048,0.875,0.0,0.0,320,0.06
repetition,320,mixed_ids,321049,0.75,0.0,0.0,321,0.06
hamming74,320,mixed_ids,320900,0.375,0.0,1.0,322,0.06
hamming74,320,mixed_ids,320901,0.6875,0.0,1.0,322,0.06
hamming74,320,mixed_ids,320902,0.625,0.0,0.0,318,0.06
hamming74,320,mixed_ids,320903,1.0,1.0,1.0,319,0.06
hamming74,320,mixed_ids,320904,0.5,0.0,0.0,314,0.06
hamming74,320,mixed_ids,320905,0.4375,0.0,0.0,325,0.06
hamming74,320,mixed_ids,320906,0.625,0.0,0.0,321,0.06
hamming74,320,mixed_ids,320907,0.5,0.0,0.0,317,0.06
hamming74,320,mixed_ids,320908,0.375,0.0,0.0,321,0.06
hamming74,320,mixed_ids,320909,0.625,0.0,0.0,324,0.06
hamming74,320,mixed_ids,320910,0.5,0.0,0.0,316,0.06
hamming74,320,mixed_ids,320911,0.375,0.0,0.0,316,0.06
hamming74,320,mixed_ids,320912,0.625,0.0,0.0,320,0.06
hamming74,320,mixed_ids,320913,0.375,0.0,0.0,315,0.06
hamming74,320,mixed_ids,320914,1.0,1.0,1.0,322,0.06
hamming74,320,mixed_ids,320915,0.75,0.0,1.0,323,0.06
hamming74,320,mixed_ids,320916,0.5625,0.0,0.0,318,0.06
hamming74,320,mixed_ids,320917,0.375,0.0,0.0,317,0.06
hamming74,320,mixed_ids,320918,0.4375,0.0,0.0,328,0.06
hamming74,320,mixed_ids,320919,0.6875,0.0,0.0,324,0.06
hamming74,320,mixed_ids,320920,0.875,0.0,0.0,318,0.06
hamming74,320,mixed_ids,320921,0.5625,0.0,0.0,319,0.06
hamming74,320,mixed_ids,320922,0.25,0.0,0.0,328,0.06
hamming74,320,mixed_ids,320923,0.75,0.0,1.0,316,0.06
hamming74,320,mixed_ids,320924,0.3125,0.0,1.0,323,0.06
hamming74,320,mixed_ids,320925,0.375,0.0,0.0,324,0.06
hamming74,320,mixed_ids,320926,0.8125,0.0,0.0,323,0.06
hamming74,320,mixed_ids,320927,0.0625,0.0,0.0,318,0.06
hamming74,320,mixed_ids,320928,0.5625,0.0,0.0,325,0.06
hamming74,320,mixed_ids,320929,0.75,0.0,1.0,309,0.06
hamming74,320,mixed_ids,320930,0.4375,0.0,1.0,318,0.06
hamming74,320,mixed_ids,320931,0.375,0.0,0.0,316,0.06
hamming74,320,mixed_ids,320932,0.375,0.0,1.0,313,0.06
hamming74,320,mixed_ids,320933,0.625,0.0,1.0,314,0.06
hamming74,320,mixed_ids,320934,0.6875,0.0,0.0,323,0.06
hamming74,320,mixed_ids,320935,0.625,0.0,0.0,315,0.06
hamming74,320,mixed_ids,320936,0.4375,0.0,0.0,324,0.06
hamming74,320,mixed_ids,320937,0.9375,0.0,0.0,316,0.06
hamming74,320,mixed_ids,320938,0.3125,0.0,0.0,316,0.06
hamming74,320,mixed_ids,320939,0.625,0.0,1.0,318,0.06
hamming74,320,mixed_ids,320940,0.5,0.0,0.0,311,0.06
hamming74,320,mixed_ids,320941,0.8125,0.0,0.0,329,0.06
hamming74,320,mixed_ids,320942,0.5,0.0,0.0,323,0.06
hamming74,320,mixed_ids,320943,0.5,0.0,1.0,321,0.06
hamming74,320,mixed_ids,320944,0.375,0.0,0.0,329,0.06
hamming74,320,mixed_ids,320945,1.0,1.0,1.0,317,0.06
hamming74,320,mixed_ids,320946,0.5,0.0,1.0,314,0.06
hamming74,320,mixed_ids,320947,0.5,0.0,0.0,326,0.06
hamming74,320,mixed_ids,320948,0.5625,0.0,0.0,314,0.06
hamming74,320,mixed_ids,320949,0.5,0.0,1.0,319,0.06
syncmark,320,mixed_ids,320800,0.9375,0.0,0.0,322,0.06
syncmark,320,mixed_ids,320801,1.0,1.0,1.0,322,0.06
syncmark,320,mixed_ids,320802,0.8125,0.0,0.0,319,0.06
syncmark,320,mixed_ids,320803,0.75,0.0,0.0,320,0.06
syncmark,320,mixed_ids,320804,0.75,0.0,0.0,323,0.06
syncmark,320,mixed_ids,320805,1.0,1.0,1.0,317,0.06
syncmark,320,mixed_ids,320806,0.9375,0.0,0.0,319,0.06
syncmark,320,mixed_ids,320807,0.9375,0.0,0.0,322,0.06
syncmark,320,mixed_ids,320808,0.9375,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320809,0.9375,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320810,0.8125,0.0,0.0,323,0.06
syncmark,320,mixed_ids,320811,0.75,0.0,0.0,318,0.06
syncmark,320,mixed_ids,320812,1.0,1.0,1.0,323,0.06
syncmark,320,mixed_ids,320813,0.5625,0.0,0.0,317,0.06
syncmark,320,mixed_ids,320814,0.9375,0.0,0.0,322,0.06
syncmark,320,mixed_ids,320815,1.0,1.0,1.0,319,0.06
syncmark,320,mixed_ids,320816,0.6875,0.0,0.0,314,0.06
syncmark,320,mixed_ids,320817,0.75,0.0,0.0,317,0.06
syncmark,320,mixed_ids,320818,0.75,0.0,0.0,322,0.06
syncmark,320,mixed_ids,320819,0.8125,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320820,0.8125,0.0,0.0,319,0.06
syncmark,320,mixed_ids,320821,0.875,0.0,0.0,320,0.06
syncmark,320,mixed_ids,320822,0.8125,0.0,0.0,316,0.06
syncmark,320,mixed_ids,320823,0.8125,0.0,0.0,324,0.06
syncmark,320,mixed_ids,320824,0.75,0.0,0.0,315,0.06
syncmark,320,mixed_ids,320825,0.8125,0.0,0.0,323,0.06
syncmark,320,mixed_ids,320826,0.9375,0.0,0.0,320,0.06
syncmark,320,mixed_ids,320827,0.9375,0.0,0.0,315,0.06
syncmark,320,mixed_ids,320828,0.875,0.0,0.0,314,0.06
syncmark,320,mixed_ids,320829,0.5625,0.0,1.0,322,0.06
syncmark,320,mixed_ids,320830,1.0,1.0,1.0,318,0.06
syncmark,320,mixed_ids,320831,0.875,0.0,1.0,323,0.06
syncmark,320,mixed_ids,320832,1.0,1.0,1.0,322,0.06
syncmark,320,mixed_ids,320833,0.9375,0.0,0.0,316,0.06
syncmark,320,mixed_ids,320834,1.0,1.0,1.0,319,0.06
syncmark,320,mixed_ids,320835,0.9375,0.0,0.0,319,0.06
syncmark,320,mixed_ids,320836,0.875,0.0,0.0,326,0.06
syncmark,320,mixed_ids,320837,0.9375,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320838,0.875,0.0,1.0,318,0.06
syncmark,320,mixed_ids,320839,0.9375,0.0,0.0,317,0.06
syncmark,320,mixed_ids,320840,0.9375,0.0,0.0,325,0.06
syncmark,320,mixed_ids,320841,0.9375,0.0,0.0,317,0.06
syncmark,320,mixed_ids,320842,0.5,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320843,0.8125,0.0,0.0,323,0.06
syncmark,320,mixed_ids,320844,0.9375,0.0,0.0,321,0.06
syncmark,320,mixed_ids,320845,1.0,1.0,1.0,325,0.06
syncmark,320,mixed_ids,320846,0.9375,0.0,0.0,326,0.06
syncmark,320,mixed_ids,320847,0.875,0.0,0.0,315,0.06
syncmark,320,mixed_ids,320848,0.9375,0.0,0.0,316,0.06
syncmark,320,mixed_ids,320849,0.9375,0.0,0.0,315,0.06
repetition,400,mixed_ids,401000,0.75,0.0,1.0,394,0.06
repetition,400,mixed_ids,401001,0.75,0.0,0.0,403,0.06
repetition,400,mixed_ids,401002,0.5625,0.0,0.0,394,0.06
repetition,400,mixed_ids,401003,0.9375,0.0,0.0,403,0.06
repetition,400,mixed_ids,401004,0.75,0.0,0.0,393,0.06
repetition,400,mixed_ids,401005,0.4375,0.0,0.0,401,0.06
repetition,400,mixed_ids,401006,0.3125,0.0,0.0,395,0.06
repetition,400,mixed_ids,401007,0.4375,0.0,0.0,404,0.06
repetition,400,mixed_ids,401008,0.25,0.0,1.0,402,0.06
repetition,400,mixed_ids,401009,0.6875,0.0,0.0,403,0.06
repetition,400,mixed_ids,401010,0.6875,0.0,0.0,401,0.06
repetition,400,mixed_ids,401011,0.75,0.0,0.0,404,0.06
repetition,400,mixed_ids,401012,0.6875,0.0,0.0,400,0.06
repetition,400,mixed_ids,401013,0.1875,0.0,0.0,408,0.06
repetition,400,mixed_ids,401014,0.75,0.0,0.0,394,0.06
repetition,400,mixed_ids,401015,0.5,0.0,0.0,399,0.06
repetition,400,mixed_ids,401016,0.1875,0.0,0.0,406,0.06
repetition,400,mixed_ids,401017,0.375,0.0,0.0,393,0.06
repetition,400,mixed_ids,401018,0.6875,0.0,0.0,407,0.06
repetition,400,mixed_ids,401019,0.4375,0.0,0.0,403,0.06
repetition,400,mixed_ids,401020,0.5,0.0,0.0,397,0.06
repetition,400,mixed_ids,401021,0.5625,0.0,0.0,403,0.06
repetition,400,mixed_ids,401022,0.625,0.0,0.0,408,0.06
repetition,400,mixed_ids,401023,0.75,0.0,0.0,401,0.06
repetition,400,mixed_ids,401024,0.3125,0.0,0.0,402,0.06
repetition,400,mixed_ids,401025,0.5,0.0,0.0,401,0.06
repetition,400,mixed_ids,401026,0.6875,0.0,0.0,400,0.06
repetition,400,mixed_ids,401027,0.5625,0.0,0.0,396,0.06
repetition,400,mixed_ids,401028,0.6875,0.0,1.0,396,0.06
repetition,400,mixed_ids,401029,0.4375,0.0,0.0,401,0.06
repetition,400,mixed_ids,401030,0.4375,0.0,0.0,402,0.06
repetition,400,mixed_ids,401031,0.4375,0.0,0.0,393,0.06
repetition,400,mixed_ids,401032,0.5,0.0,1.0,397,0.06
repetition,400,mixed_ids,401033,0.625,0.0,1.0,396,0.06
repetition,400,mixed_ids,401034,0.5625,0.0,0.0,389,0.06
repetition,400,mixed_ids,401035,0.625,0.0,0.0,401,0.06
repetition,400,mixed_ids,401036,0.5,0.0,0.0,400,0.06
repetition,400,mixed_ids,401037,0.875,0.0,0.0,398,0.06
repetition,400,mixed_ids,401038,0.1875,0.0,0.0,396,0.06
repetition,400,mixed_ids,401039,0.75,0.0,0.0,399,0.06
repetition,400,mixed_ids,401040,0.9375,0.0,0.0,401,0.06
repetition,400,mixed_ids,401041,0.4375,0.0,0.0,398,0.06
repetition,400,mixed_ids,401042,0.5,0.0,0.0,396,0.06
repetition,400,mixed_ids,401043,0.375,0.0,0.0,401,0.06
repetition,400,mixed_ids,401044,0.4375,0.0,0.0,398,0.06
repetition,400,mixed_ids,401045,0.375,0.0,0.0,393,0.06
repetition,400,mixed_ids,401046,0.375,0.0,0.0,399,0.06
repetition,400,mixed_ids,401047,0.75,0.0,0.0,403,0.06
repetition,400,mixed_ids,401048,0.8125,0.0,0.0,405,0.06
repetition,400,mixed_ids,401049,0.5625,0.0,0.0,399,0.06
hamming74,400,mixed_ids,400900,0.5,0.0,1.0,399,0.06
hamming74,400,mixed_ids,400901,0.625,0.0,0.0,392,0.06
hamming74,400,mixed_ids,400902,0.5625,0.0,0.0,392,0.06
hamming74,400,mixed_ids,400903,0.375,0.0,0.0,401,0.06
hamming74,400,mixed_ids,400904,0.75,0.0,0.0,393,0.06
hamming74,400,mixed_ids,400905,0.5,0.0,1.0,400,0.06
hamming74,400,mixed_ids,400906,0.5,0.0,1.0,403,0.06
hamming74,400,mixed_ids,400907,1.0,1.0,1.0,399,0.06
hamming74,400,mixed_ids,400908,0.8125,0.0,0.0,402,0.06
hamming74,400,mixed_ids,400909,0.5625,0.0,0.0,400,0.06
hamming74,400,mixed_ids,400910,0.4375,0.0,1.0,393,0.06
hamming74,400,mixed_ids,400911,0.4375,0.0,0.0,396,0.06
hamming74,400,mixed_ids,400912,0.625,0.0,0.0,399,0.06
hamming74,400,mixed_ids,400913,0.5,0.0,1.0,398,0.06
hamming74,400,mixed_ids,400914,0.5,0.0,1.0,404,0.06
hamming74,400,mixed_ids,400915,0.625,0.0,0.0,390,0.06
hamming74,400,mixed_ids,400916,0.4375,0.0,0.0,402,0.06
hamming74,400,mixed_ids,400917,0.6875,0.0,0.0,398,0.06
hamming74,400,mixed_ids,400918,0.625,0.0,0.0,406,0.06
hamming74,400,mixed_ids,400919,0.8125,0.0,0.0,400,0.06
hamming74,400,mixed_ids,400920,0.75,0.0,0.0,406,0.06
hamming74,400,mixed_ids,400921,0.3125,0.0,0.0,402,0.06
hamming74,400,mixed_ids,400922,1.0,1.0,1.0,399,0.06
hamming74,400,mixed_ids,400923,0.875,0.0,0.0,396,0.06
hamming74,400,mixed_ids,400924,0.6875,0.0,1.0,400,0.06
hamming74,400,mixed_ids,400925,0.5,0.0,0.0,401,0.06
hamming74,400,mixed_ids,400926,0.5,0.0,1.0,402,0.06
hamming74,400,mixed_ids,400927,0.6875,0.0,0.0,389,0.06
hamming74,400,mixed_ids,400928,0.9375,0.0,0.0,398,0.06
hamming74,400,mixed_ids,400929,1.0,1.0,1.0,401,0.06
hamming74,400,mixed_ids,400930,0.375,0.0,0.0,396,0.06
hamming74,400,mixed_ids,400931,0.9375,0.0,0.0,402,0.06
hamming74,400,mixed_ids,400932,0.5,0.0,0.0,398,0.06
hamming74,400,mixed_ids,400933,0.75,0.0,0.0,399,0.06
hamming74,400,mixed_ids,400934,0.6875,0.0,0.0,399,0.06
hamming74,400,mixed_ids,400935,0.6875,0.0,0.0,400,0.06
hamming74,400,mixed_ids,400936,0.375,0.0,0.0,397,0.06
hamming74,400,mixed_ids,400937,0.5,0.0,0.0,404,0.06
hamming74,400,mixed_ids,400938,0.5,0.0,0.0,393,0.06
hamming74,400,mixed_ids,400939,0.5,0.0,0.0,400,0.06
hamming74,400,mixed_ids,400940,0.75,0.0,1.0,400,0.06
hamming74,400,mixed_ids,400941,0.5,0.0,0.0,401,0.06
hamming74,400,mixed_ids,400942,0.875,0.0,0.0,405,0.06
hamming74,400,mixed_ids,400943,0.75,0.0,0.0,396,0.06
hamming74,400,mixed_ids,400944,0.5,0.0,0.0,398,0.06
hamming74,400,mixed_ids,400945,0.5,0.0,1.0,402,0.06
hamming74,400,mixed_ids,400946,1.0,1.0,1.0,400,0.06
hamming74,400,mixed_ids,400947,0.5,0.0,1.0,403,0.06
hamming74,400,mixed_ids,400948,0.75,0.0,0.0,406,0.06
hamming74,400,mixed_ids,400949,0.5,0.0,1.0,402,0.06
syncmark,400,mixed_ids,400800,1.0,1.0,1.0,407,0.06
syncmark,400,mixed_ids,400801,0.75,0.0,1.0,403,0.06
syncmark,400,mixed_ids,400802,1.0,1.0,1.0,400,0.06
syncmark,400,mixed_ids,400803,1.0,1.0,1.0,400,0.06
syncmark,400,mixed_ids,400804,0.75,0.0,0.0,396,0.06
syncmark,400,mixed_ids,400805,0.9375,0.0,0.0,393,0.06
syncmark,400,mixed_ids,400806,1.0,1.0,1.0,398,0.06
syncmark,400,mixed_ids,400807,0.6875,0.0,0.0,407,0.06
syncmark,400,mixed_ids,400808,0.9375,0.0,0.0,398,0.06
syncmark,400,mixed_ids,400809,0.9375,0.0,0.0,397,0.06
syncmark,400,mixed_ids,400810,0.375,0.0,0.0,401,0.06
syncmark,400,mixed_ids,400811,0.6875,0.0,0.0,404,0.06
syncmark,400,mixed_ids,400812,0.75,0.0,0.0,402,0.06
syncmark,400,mixed_ids,400813,1.0,1.0,1.0,402,0.06
syncmark,400,mixed_ids,400814,1.0,1.0,1.0,407,0.06
syncmark,400,mixed_ids,400815,0.75,0.0,0.0,397,0.06
syncmark,400,mixed_ids,400816,0.8125,0.0,0.0,404,0.06
syncmark,400,mixed_ids,400817,1.0,1.0,1.0,399,0.06
syncmark,400,mixed_ids,400818,0.9375,0.0,0.0,399,0.06
syncmark,400,mixed_ids,400819,0.875,0.0,0.0,389,0.06
syncmark,400,mixed_ids,400820,1.0,1.0,1.0,398,0.06
syncmark,400,mixed_ids,400821,0.875,0.0,0.0,409,0.06
syncmark,400,mixed_ids,400822,0.625,0.0,0.0,402,0.06
syncmark,400,mixed_ids,400823,0.8125,0.0,0.0,404,0.06
syncmark,400,mixed_ids,400824,1.0,1.0,1.0,405,0.06
syncmark,400,mixed_ids,400825,1.0,1.0,1.0,402,0.06
syncmark,400,mixed_ids,400826,0.9375,0.0,0.0,405,0.06
syncmark,400,mixed_ids,400827,0.75,0.0,0.0,399,0.06
syncmark,400,mixed_ids,400828,0.5625,0.0,0.0,400,0.06
syncmark,400,mixed_ids,400829,0.9375,0.0,0.0,394,0.06
syncmark,400,mixed_ids,400830,1.0,1.0,1.0,403,0.06
syncmark,400,mixed_ids,400831,0.9375,0.0,0.0,403,0.06
syncmark,400,mixed_ids,400832,0.875,0.0,0.0,403,0.06
syncmark,400,mixed_ids,400833,0.75,0.0,0.0,390,0.06
syncmark,400,mixed_ids,400834,0.625,0.0,0.0,405,0.06
syncmark,400,mixed_ids,400835,1.0,1.0,1.0,400,0.06
syncmark,400,mixed_ids,400836,0.8125,0.0,0.0,409,0.06
syncmark,400,mixed_ids,400837,0.75,0.0,0.0,409,0.06
syncmark,400,mixed_ids,400838,1.0,1.0,1.0,399,0.06
syncmark,400,mixed_ids,400839,0.9375,0.0,0.0,402,0.06
syncmark,400,mixed_ids,400840,1.0,1.0,1.0,403,0.06
syncmark,400,mixed_ids,400841,0.5625,0.0,0.0,397,0.06
syncmark,400,mixed_ids,400842,0.875,0.0,1.0,400,0.06
syncmark,400,mixed_ids,400843,0.875,0.0,0.0,400,0.06
syncmark,400,mixed_ids,400844,0.875,0.0,0.0,400,0.06
syncmark,400,mixed_ids,400845,0.8125,0.0,0.0,403,0.06
syncmark,400,mixed_ids,400846,0.875,0.0,0.0,408,0.06
syncmark,400,mixed_ids,400847,0.8125,0.0,0.0,401,0.06
syncmark,400,mixed_ids,400848,1.0,1.0,1.0,397,0.06
syncmark,400,mixed_ids,400849,0.5,0.0,0.0,399,0.06
